Id;Label;Name;Sponsors;Co_sponsors;Steering Division;Facilitator;Status;SD Approval Date;TSC Approval Date;Type;Project End Date;Project Intent;Aliases;Project Document Repository;External Vocabularies;Products;Start Date
1600;1600;Cross Paradigm CUI 32 CFR Part 2002, 42 CFR Part 2, and Title 38 Section 7332 Security Labeling IGs (PSS in Confluence);Security Work Group;Community-Based Care and Privacy (CBCP) Work Group;Clinical;Mike Davis;STU - Preparing Ballot;18/12/2019;03/01/2020;Ballot - STU to Normative;2022 May WGM/Ballot;IG;X-Paradigm Security Labeling IG;"https://confluence.hl7.org/display/SEC/Cross+Paradigm+CUI+32+CFR+Part+2002%2C+42+CFR+Part+2%2C+and+Title+38+Section+7332+Security+Labeling+IGs+PSS

https://confluence.hl7.org/display/SEC/Cross+Paradigm+US+Security+Labeling+IG";No;"V2 Messages-Administrative; V2 Messages-Clinical; V2 Messages-Infrastructure";10/12/2019 08:00
1598;1598;FHIR-Based Quality Reporting White Paper;Clinical Quality Information Work Group;;Clinical;Bryn Rhodes;Informative - Balloting;23/01/2020;02/03/2020;Ballot - Informative;2020 Sept WGM/Ballot;White Paper (Balloted Informative);FHIR, Clinical Quality Reporting, Clinical Quality Measurement;"https://confluence.hl7.org/display/CQIWC/FHIR-Based+Quality+Reporting+White+Paper

http://github.com/HL7/cqi-fhir-based-quality-reporting";;White Paper;13/12/2019 08:00
1607;1607;Military Service History and Status FHIR Profiles (PSS in Confluence);Cross-Group Projects Work Group;;Organizational Support;Ioana Singureanu, VA;STU - Reconcile;21/02/2020;02/03/2020;Ballot - STU to Normative;2022 Jan WGM/Ballot;Supplement to a Current Standard, IG;Military Service History, Combat, Veteran Status ;"https://confluence.hl7.org/display/CGP/Military+Service+History+and+Status+FHIR+Profiles

https://confluence.hl7.org/display/CGP/TBD";;FHIR IG;19/12/2019 08:00
1599;1599;Application Data Exchange Assessment Framework and Functional Requirements for Mobile Health (PSS in Confluence);Mobile Health Work Group;Electronic Health Records Work Group;Infrastructure;Christina Caraballo;STU - Reconcile;08/03/2020;16/03/2020;Ballot - STU to Normative;2021 May WGM/Ballot;IG;mHealth ADE Assessment Framework;https://confluence.hl7.org/display/MH/Mobile+Health+App+Data+Exchange+Project;Yes;;20/12/2019 08:00
1588;1588;FHIR Build and IG (IG) Publishing (ONC/Grant funded project);Board of Directors Work Group;;None;Mark Iantorno;Active Project (Resources assigned to pjt);;;Vendor Contract;2022 Sept WGM/Ballot;;;https://confluence.hl7.org/display/PMO/ONC+Grant+Project+Page;;;01/01/2020 08:00
1597;1597;SMART Web Messaging (PSS in Confluence);FHIR Infrastructure Work Group;Clinical Decision Support Work Group;Infrastructure;Carl Anderson;STU - Reconcile;16/05/2020;01/06/2020;Ballot - STU to Normative;2025 Jan WGM/Ballot;Create New Standard, IG;;https://confluence.hl7.org/display/FHIRI/SMART+Web+Messaging+PSS;;Guidance (e.g. Companion Guide, Cookbook, etc);03/01/2020 08:00
1553;1553;Dental Data Exchange (CDA and FHIR) PSS;Payer/Provider Info Exchange Work Group;Structured Documents Work Group;Administrative;Greg Zeller;STU - Test Period/Accepting Comments;04/02/2020;09/03/2020;Ballot - STU to Normative;2024 May WGM/Ballot;Create New Standard;;"https://confluence.hl7.org/display/ATT/Dental+Data+Exchange+%28CDA+and+FHIR%29+PSS

https://confluence.hl7.org/display/ATT/Dental+Summary+Exchange+Project";Yes;;07/01/2020 08:00
1618;1618;Multiple Chronic Conditions (MCC) Dynamic Electronic Care Planning and Management FHIR IG (PSS in Confluence);Patient Care Work Group;Clinical Decision Support Work Group;Clinical;Gay Dolin;Active Project (Resources assigned to pjt);23/06/2020;06/07/2020;Ballot - STU to Normative;2025 Sept WGM/Ballot;IG;eCare Plan, Dynamic Care Plan, Multiple Chronic Condition Care Plan, Shared Care Plan, Comprehensive Care Plan, Care Planning and Management;"https://confluence.hl7.org/display/PC/Multiple+Chronic+Conditions+Dynamic+Electronic+Care+Plan+FHIR+IG

HTTP://Multiple Chronic Conditions (MCC) eCare Plan";Yes;"FHIR IG; FHIR Profile";03/02/2020 08:00
1609;1609;Patient Medication List Guidance (PSS in Confluence);Pharmacy Work Group;;Clinical;Melva Peters;Active Project (Resources assigned to pjt);08/03/2020;16/03/2020;Ballot - Informative;2021 Sept WGM/Ballot;Revise Current Standard, IG;"Medication List, Medication Profile, Active Medication List; Medication History";;No;FHIR IG;06/02/2020 08:00
1573;1573;Specialty Medication Prescribing (PSS in Confluence);Pharmacy Work Group;Orders and Observations Work Group, Patient Care Work Group;Clinical;Melva Peters;STU - Reconcile;08/03/2020;03/12/2021;Ballot - STU;2023 Jan WGM/Ballot;Create New Standard, IG;Specialty enrollment, specialty referrals, hub enrollment, manufacturer enrollment, pharmacy;https://confluence.hl7.org/display/PHAR/Specialty+Medication+Prescribing;Yes;"FHIR IG; FHIR Profile";17/02/2020 08:00
1610;1610;Skin Wound Assessment FHIR IG (PSS in Confluence);Electronic Health Records Work Group;Clinical Information Modeling Initiative Work Group, Payer/Provider Info Exchange Work Group;Administrative;Michael L. Brody, DPM,;Active Project (Resources assigned to pjt);30/03/2020;04/05/2020;Ballot - STU to Normative;2023 Jan WGM/Ballot;IG;Skin Wound Assessment (SWA) FHIR 4.0, Skin Wound Assessment , SWA, Wound Assessment and Treatment Template, WATT;"https://confluence.hl7.org/display/EHR/2020-02-19+Skin+Wound+Assessment+FHIR+IG

https://confluence.hl7.org/pages/viewpage.action?pageId=55935319  
OR 
Click on this hyperlink: Podiatry   (https://confluence.hl7.org/display/EHR/Podiatry)
 THEN
Click on links for 'Meeting Minutes, Agendas for Wound Template work'
and 'WATT Content, Data Quality/Record Accuracy References'";Yes;"FHIR Extensions; FHIR IG; FHIR Profile";18/02/2020 08:00
1611;1611;Making EHR Data More Available for Research and Public Health (MedMorph) Reference Architecture HL7 FHIR IG (PSS in Confluence);Public Health Work Group;Clinical Decision Support Work Group, Clinical Quality Information Work Group, Patient Care Work Group;Clinical;Nagesh Bashyam, Brett Marquard;STU - Reconcile;06/04/2020;13/04/2020;Ballot - STU to Normative;2022 May WGM/Ballot;IG;MedMorph;https://confluence.hl7.org/display/PSS/Making+EHR+Data+More+Available+for+Research+and+Public+Health+%28MedMorph%29+Reference+Architecture+HL7+FHIR+Implementation+Guide;Yes;;20/02/2020 08:00
1608;1608;Marketplace Product Packaging and Metadata (PSS in Confluence);Cross-Group Projects Work Group;Clinical Decision Support Work Group, Services Oriented Architecture Work Group;Infrastructure;Preston Lee;Active Project (Resources assigned to pjt);25/02/2020;30/03/2020;;2023 Jan WGM/Ballot;IG;Marketplace Product Packaging and Metadata;https://confluence.hl7.org/display/SOA/Marketplace+Product+Packaging+and+Metadata;Don't Know;;20/02/2020 08:00
1613;1613;Accounts, Payments and Statements (Jira PSS-1618);Financial Management Work Group;Patient Administration Work Group;Administrative;Paul Knapp;Active Project (Resources assigned to pjt);03/06/2020;23/06/2020;Ballot - STU to Normative;2021 May WGM/Ballot;Revise Current Standard, IG;Accounts, Payments, Statements, Bills, Guarantors;"https://jira.hl7.org/browse/PSS-1618

https://confluence.hl7.org/display/FM/Accounts%2C+Payments+and+Statements

https://confluence.hl7.org/display/FM/Accounts%2C+Statements%2C+and+Payments+Small+Group+Meeting";No;"FHIR IG; FHIR Profile";10/03/2020 08:00
1617;1617;Situation Awareness for Novel Epidemic Response (SANER) FHIR IG (PSS in Confluence);Public Health Work Group;Orders and Observations Work Group, Public Health Work Group;Administrative;David Pyke;STU - Test Period/Accepting Comments;03/04/2020;06/04/2020;Ballot - STU to Normative;2024 Jan WGM/Ballot;IG;Situation Awareness for Novel Epidemic Response, SANER;https://confluence.hl7.org/display/PA/Situation+Awareness+for+Novel+Epidemic+Response+FHIR+IG;Don't Know;;25/03/2020 08:00
1626;1626;FHIR Registry Enhancements and Support (ONC/Grant funded project);Board of Directors Work Group;;None;Rien Wertheim, Ward Westra;Active Project (Resources assigned to pjt);;;Vendor Contract;2022 Sept WGM/Ballot;;;https://confluence.hl7.org/display/PMO/ONC+Grant+Project+Page;;;27/03/2020 08:00
1615;1615;Gemini SDPi+FHIR White Papers (Jira PSS 1652);Devices Work Group;;Clinical;Todd Cooper;Active Project (Resources assigned to pjt);;;Ballot - STU to Normative;2023 May WGM/Ballot;IG, Externally developed IG is to be Adopted;FHIR, SDC, IEEE 11073, device, health software, SAMD, SOA, web services;Jira PSS:  https://jira.hl7.org/browse/PSS-1652;;"FHIR IG; FHIR Profile; Guidance (e.g. Companion Guide, Cookbook, etc)";30/03/2020 08:00
1620;1620;COVID 19 FHIR IG (PSS in Confluence);Clinical Information Modeling Initiative Work Group;Clinical Quality Information Work Group, Orders and Observations Work Group, Patient Care Work Group, Public Health Work Group;Infrastructure;Stan Huff;Comment - Considering Comments;07/08/2020;23/11/2020;Ballot - STU to Normative;2022 May WGM/Ballot;Create New Standard;COVID 19;"https://confluence.hl7.org/display/CR/COVID+19+FHIR+IG

https://github.com/logicahealth/covid-19";Yes;FHIR IG;14/04/2020 08:00
1616;1616;Vital Records Birth and Fetal Death Reporting FHIR  (PSS in Confluence);Public Health Work Group;;Clinical;Cynthia Bush, Sarah Gaunt;STU - Test Period/Accepting Comments;25/06/2020;29/06/2020;Ballot - STU to Normative;2024 May WGM/Ballot;;BFDR FHIR, FHIR for Birth and Fetal Death Reporting, Vital Records Birth and Fetal Death Reporting;https://confluence.hl7.org/display/ADDC/Vital+Records+Birth+and+Fetal+Death+Reporting+FHIR;Yes;;16/04/2020 08:00
1627;1627;Consolidated Clinical Document Architecture (C-CDA) Web Publication Tooling - Phase 2 (ONC/Grant funded project);Board of Directors Work Group;;None;"Mike Tushan, Courtney Panaia-Rodi (Development);  Lisa Nelson (QA/Testing)";Active Project (Resources assigned to pjt);;;Vendor Contract;2021 Sept WGM/Ballot;;;https://confluence.hl7.org/display/PMO/ONC+Grant+Project+Page;;;29/04/2020 08:00
1634;1634;HL7 Cross Paradigm Specification Laboratory Ask at Order Entry (AOE), US Realm (PSS in Confluence);Orders and Observations Work Group;;Administrative;Freida Hall;Active Project (Resources assigned to pjt);16/07/2020;27/07/2020;Ballot - Informative;2022 May WGM/Ballot;Supplement to a Current Standard;AOE;https://confluence.hl7.org/pages/viewpage.action?pageId=76152954 ;Yes;;07/05/2020 08:00
1614;1614;HL7 FHIR IG (IG) for the Nutrition Care Process (PSS in Confluence);Orders and Observations Work Group;Patient Care Work Group;Administrative;Becky Gradl;STU - Reconcile;30/06/2020;06/07/2020;Ballot - Informative;2022 May WGM/Ballot;IG;FHIR IG for the Nutrition Care Process;"https://confluence.hl7.org/display/OO/HL7+FHIR+Implementation+Guide+%28IG%29+for+the+Nutrition+Care+Process

https://confluence.hl7.org/display/OO/Nutrition";Yes;FHIR IG;22/05/2020 08:00
1632;1632;Occupational Data for Health (ODH) Domain Analysis Model (DAM)  (PSS in Confluence);Public Health Work Group;;Clinical;Lori Fourquet;Active Project (Resources assigned to pjt);;;Ballot - Informative;2022 May WGM/Ballot;Create New Standard;" occupation, industry, work information, job, ODH, Domain Analysis Model (DAM);";"https://confluence.hl7.org/pages/viewpage.action?pageId=82915505

http://www.hl7.org/Special/committees/pher/docs.cfm";Yes;Domain Analysis Model (DAM);01/06/2020 08:00
1635;1635;KSA Healthcare Financial Services IG (PSS in Confluence);Financial Management Work Group;;Administrative;Paul Knapp;Active Project (Resources assigned to pjt);06/08/2020;26/10/2020;Ballot - STU to Normative;2021 May WGM/Ballot;IG;Uniplat Financial Services, SHIB;https://confluence.hl7.org/display/FM/KSA+Healthcare+Financial+Services+Implementation+Guide;Yes;FHIR IG;02/06/2020 08:00
1631;1631;Diagnostic Audiology Reporting HL7 V2 IG (PSS in Confluence);Public Health Work Group;;Clinical; Craig Newman;STU - Reconcile;10/09/2020;28/09/2020;Ballot - STU to Normative;2023 Jan WGM/Ballot;IG;Diagnostic Audiology Reporting IG for HL7 V2, EHDI HL7 V2 IG;https://confluence.hl7.org/display/PHWG/Diagnostic+Audiology+Reporting+Implementation+Guide;Yes;V2 Messages-Clinical;04/06/2020 08:00
1639;1639;US Core (ONC/Grant Funded Project);Board of Directors Work Group;;None;Brett Marquard, Eric Haas, Gay Dolin;Active Project (Resources assigned to pjt);;;Vendor Contract;2022 Sept WGM/Ballot;;;;;;09/06/2020 08:00
1636;1636;FHIR to CDASH (PSS in Confluence);Biomedical Research and Regulation Work Group;;Clinical;Rhonda Facile, Mike Hamidi;Active Project (Resources assigned to pjt);16/08/2020;31/08/2020;Ballot - Informative;2022 Sept WGM/Ballot;IG;;https://confluence.hl7.org/pages/viewpage.action?pageId=86967359;Yes;FHIR IG;16/06/2020 08:00
1643;1643;Vital Records Common FHIR Profile Library;Public Health Work Group;;Clinical;Cynthia Bush, Sarah Gaunt;STU - Test Period/Accepting Comments;10/08/2020;17/08/2020;Ballot - STU to Normative;2024 May WGM/Ballot;IG;Vital Records Common Library, Vital Records Framework;Will request GitHub after approval;Yes;FHIR IG;16/07/2020 08:00
1642;1642;Backporting R5 Subscriptions to R4 as an IG;FHIR Infrastructure Work Group;;Infrastructure; Eric Haas;STU - Reconcile;22/09/2020;26/10/2020;Ballot - STU to Normative;2025 Jan WGM/Ballot;IG;Subscription Backport IG. R5 to R4 Subscriptions;https://github.com/HL7/fhir-subscription-backport-ig;Don't Know;FHIR IG;20/07/2020 08:00
1644;1644;FHIR IG for Transfusion and Vaccination Adverse Event Reporting;Biomedical Research and Regulation Work Group;Patient Care Work Group, Public Health Work Group;Clinical;Jean Duteau;STU - Reconcile;07/08/2020;31/08/2020;Ballot - STU to Normative;2024 Jan WGM/Ballot;IG;;https://confluence.hl7.org/display/BRR/FHIR+Implementation+Guide+for+Transfusion+and+Vaccination+Adverse+Event+Reporting;Yes;FHIR IG;21/07/2020 08:00
1645;1645;Patient Request for Corrections FHIR IG Project (PSS in Confluence);Patient Empowerment Work Group;;Administrative;Debi Willis;Active Project (Resources assigned to pjt);;07/02/2022;Ballot - STU to Normative;2022 Sept WGM/Ballot;IG; Patient corrections /Corrections to medical record/Amendment to PHI/ Rectification to PHI;"https://confluence.hl7.org/display/PE/Patient+Corrections+FHIR+Implementation+Guide+Project

https://confluence.hl7.org/display/PE/Patient+Corrections";Don't Know;;30/07/2020 08:00
1646;1646;Patient Contributed Data Whitepaper;Patient Empowerment Work Group;;Administrative; Jan Oldenburg/Maria Moen;Active Project (Resources assigned to pjt);13/08/2020;;Ballot - Informative;2022 Sept WGM/Ballot;White Paper (Balloted Informative);Patient Generated Health Data (PGHD), Patient Reported Data (PRD), Patient Reported Outcomes (PRO);"PSS: https://confluence.hl7.org/display/PE/Patient+Contributed+Data+Whitepaper

https://confluence.hl7.org/display/PE/Patient+Contributed+Data";No;White Paper;30/07/2020 08:00
1651;1651;FAIRness for FHIR (PSS in Confluence);Services Oriented Architecture Work Group;;Infrastructure;Giorgio Cangioli;Active Project (Resources assigned to pjt);08/11/2020;16/11/2020;Ballot - Comment;2023 Sept WGM/Ballot;IG;"FHIR4FAIR; FAIR;";PSS: https://confluence.hl7.org/display/HEU/HL7+FHIR+FHIR4FAIR+IG;Don't Know;FHIR IG;22/09/2020 08:00
1656;1656;Uniform Structure and Coding Elements for Prior Authorization;Financial Management Work Group;Payer/Provider Info Exchange Work Group;Administrative;Melanie Combs-Dyer;Active Project (Resources assigned to pjt);;;Ballot - Informative;2024 Sept WGM/Ballot;White Paper (Balloted Informative);Uniform Structure and Coding Elements for Prior Authorization, Payer Uniformity, Superset of Payer Documentation Requirements, Common Elements;https://confluence.hl7.org/display/DVP/Uniform+Structure+and+Coding+of+Elements+for+Prior+Authorization+PSS;Yes;FHIR Profile;24/09/2020 08:00
1534;1534;SOA Work Group - 3-Year Plan;Services Oriented Architecture Work Group;;Infrastructure;SOA Work Group Co-Chairs;3-Year Plan Item;;;- Other -;2023 May WGM/Ballot;;;;;;25/09/2020 08:00
1650;1650;Ophthalmology Retina Module IG (PSS in Confluence);Patient Care Work Group;Education Work Group;Clinical;Ashley Kras;STU - Reconcile;20/11/2020;;Ballot - STU to Normative;2022 Jan WGM/Ballot;IG;Interoperable ophthalmic information exchange, Ophthalmic FHIR resources, continuity and collaborative ophthalmic care, prior authorisation of ophthalmic treatments;https://confluence.hl7.org/display/PC/Ophthalmology+IG+Project+Scope+Statement;Yes;FHIR IG;28/09/2020 08:00
1652;1652;PACIO: Advance Directives Interoperability (in FHIR);Patient Empowerment Work Group;Community-Based Care and Privacy (CBCP) Work Group, Orders and Observations Work Group, Patient Care Work Group;Administrative;Maria D. Moen;Active Project (Resources assigned to pjt);15/12/2020;21/12/2020;Ballot - STU to Normative;2022 Sept WGM/Ballot;IG;advance directives, personal advance care plan, patient preferences/consent, portable medical order (POLST, MOLST, etc.);"https://confluence.hl7.org/display/PE/PACIO+Project%3A+PSS+for+Advance+Directives

PACIO page (TBD) (https://confluence.hl7.org/display/PE/PACIO%20page%20(TBD))";Yes;FHIR IG;01/10/2020 08:00
1661;1661;HL7 Operational Support;Board of Directors Work Group;;None;Barb Duteau;Active Project (Resources assigned to pjt);;;Vendor Contract;2021 Jan WGM/Ballot;;;;;;01/10/2020 08:00
1654;1654;NHSN Inpatient Medication Administration Reports (NHSN-Medication-Administration-FHIR) (HL7 IG for FHIR Release 4);Pharmacy Work Group;Public Health Work Group;Clinical;Nadine Shehab;Active Project (Resources assigned to pjt);10/12/2020;21/12/2020;Ballot - STU to Normative;2024 May WGM/Ballot;Create New Standard;;https://confluence.hl7.org/pages/viewpage.action?pageId=91997472;Yes;FHIR IG;08/10/2020 08:00
1655;1655;NHSN Adverse Drug Event-Hypoglycemia Report (NHSN-ADE-Hypoglycemia-FHIR) (HL7 IG for FHIR R4);Public Health Work Group;;Clinical;Nadine Shehab;Active Project (Resources assigned to pjt);10/12/2020;21/12/2020;Ballot - STU to Normative;2024 May WGM/Ballot;Create New Standard;ADE, NHSN ADE, FHIR ADE, FHIR NHSN ADE;https://confluence.hl7.org/pages/viewpage.action?pageId=91997474;Yes;FHIR IG;08/10/2020 08:00
1653;1653;FAST Exchange Metadata Using RESTful Headers;FHIR Infrastructure Work Group;;Infrastructure;Patrick Murta;STU - Preparing Ballot;04/01/2021;11/01/2021;Ballot - STU to Normative;2024 Jan WGM/Ballot;IG;"Common Name: FAST Exchange Metadata; Keywords: FAST, Exchange, Metadata, Intermediaries";https://confluence.hl7.org/display/FHIRI/FAST+Exchange+Metadata+Using+RESTful+Headers;No;;12/10/2020 08:00
1010;1010;Ordering Service Interface Specification Project;Orders and Observations Work Group;Clinical Decision Support Work Group, Imaging Integration Work Group, Pharmacy Work Group, Services Oriented Architecture Work Group;Administrative;Claude Nanjo;STU - Preparing Ballot;21/12/2016;24/06/2013;Ballot - Informative;2025 Jan WGM/Ballot;Create New Standard;Order Service, Order Catalog, Order Management;http://hssp.wikispaces.com/orders;;"FHIR Profile; FHIR Resources";30/10/2020 08:00
1668;1668;Reaffirmation:  HL7 Version 3 Standard: Transmission Infrastructure, Release 2;Infrastructure and Messaging Work Group;;None;InM Co-Chairs;Active Project (Resources assigned to pjt);;24/01/2022;;2022 Sept WGM/Ballot;;;"ANSI Standards approaching expiration confluence page: 
https://confluence.hl7.org/display/HL7/ANSI+Standards+approaching+expiration";;;12/11/2020 08:00
1672;1672;Withdraw HL7 Version 3 Standard: Clinical Statement CMETs, Release 1;Orders and Observations Work Group;;None;OO Co-Chairs;Active Project (Resources assigned to pjt);24/03/2021;16/07/2021;;2022 Jan WGM/Ballot;;;"PSS: https://confluence.hl7.org/display/OO/Withdrawal+for+V3+Clinical+Statement+CMETs

ANSI Standards approaching expiration confluence page: 
https://confluence.hl7.org/display/HL7/ANSI+Standards+approaching+expiration";;;12/11/2020 08:00
1681;1681;US Realm Program Manager (COVID/US Realm ONC/Grant Contract project);Board of Directors Work Group;;None;Gay Dolin;Active Project (Resources assigned to pjt);;;Vendor Contract;2023 Jan WGM/Ballot;;;https://confluence.hl7.org/display/PMO/ONC+Grant+Project+Page;;;16/11/2020 08:00
1680;1680;Extract Clinical Notes (COVID/PH ONC/Grant funded project);Board of Directors Work Group;;None;Boston Children's Hospital;Active Project (Resources assigned to pjt);;;Vendor Contract;2023 Jan WGM/Ballot;;;https://confluence.hl7.org/display/PMO/ONC+Grant+Project+Page;;;24/11/2020 08:00
1704;1704;FHIR IG: Migrate from Structured Product Labeling V3 to a FHIR-based submission (PSS in Confluence);Biomedical Research and Regulation Work Group;;Clinical;Jean Duteau;Active Project (Resources assigned to pjt);19/04/2021;26/04/2021;Ballot - STU to Normative;2022 May WGM/Ballot;IG;;"https://confluence.hl7.org/display/BRR/FHIR+IG+Project+Space%3A+Migrate+from+SPL+V3+to+a+FHIR-based+submission

PSS: https://confluence.hl7.org/display/BRR/FHIR+Implementation+Guide%3A+Migrate+from+Structured+Product+Labeling+V3+to+a+FHIR-based+submission";Yes;FHIR IG;24/11/2020 08:00
1682;1682;US Realm Steering Committee Senior Advisor (COVID/US Realm ONC/Grant Contract project);Board of Directors Work Group;;None;Brett Marquard;Active Project (Resources assigned to pjt);;;Vendor Contract;2021 Sept WGM/Ballot;;;https://confluence.hl7.org/display/PMO/ONC+Grant+Project+Page;;;01/12/2020 00:00
1695;1695;Developing, Advancing and Harmonizing Social Determinants of Health (SDOH) Standards (COVID/Public Health ONC/Grant project);Board of Directors Work Group;;None;Evelyn Gallego;Active Project (Resources assigned to pjt);;;Vendor Contract;2023 May WGM/Ballot;;;https://confluence.hl7.org/display/PMO/ONC+Grant+Project+Page;;;01/12/2020 00:00
1589;1589;FHIR Survey (ONC/Grant funded project);Board of Directors Work Group;;None;Mark Iantorno;Active Project (Resources assigned to pjt);;;Vendor Contract;2021 Sept WGM/Ballot;;;https://confluence.hl7.org/display/PMO/ONC+Grant+Project+Page;;;07/12/2020 08:00
1690;1690;National Healthcare Directory;Patient Administration Work Group;Financial Management Work Group, Payer/Provider Info Exchange Work Group;Administrative;Robert Dieterle;Active Project (Resources assigned to pjt);01/04/2021;09/04/2021;Ballot - STU to Normative;2025 Sept WGM/Ballot;IG;Validated Healthcare Directory, Payer Directory, Provider Directory, Endpoint Directory;"To be determined

PSS In Confluence: https://confluence.hl7.org/display/PA/National+Healthcare+Directory";Yes;"FHIR IG; FHIR Profile";09/12/2020 08:00
1679;1679;Clinical Domains (COVID/PH ONC/Grant funded project);Board of Directors Work Group;;None;Logica Health;Active Project (Resources assigned to pjt);;;Vendor Contract;2025 Jan WGM/Ballot;;;https://confluence.hl7.org/display/PMO/ONC+Grant+Project+Page;;;10/12/2020 08:00
1683;1683;Subject Matter Experts (SMEs): Landscape Assessment/Gap Analysis: Security & Privacy and Public Health Standards (COVID/PH ONC/Grant funded project);Board of Directors Work Group;;None;David Pyke, Craig Newman;Active Project (Resources assigned to pjt);;;Vendor Contract;2023 Jan WGM/Ballot;;;https://confluence.hl7.org/display/PMO/ONC+Grant+Project+Page;;;21/12/2020 08:00
1700;1700;IHE SDC/eCC on FHIR;Orders and Observations Work Group;;Administrative;Alexander Goel (CAP);Active Project (Resources assigned to pjt);;;Ballot - STU to Normative;2025 Jan WGM/Ballot;IG;"IHE SDC on FHIR
eCC on FHIR";PSS: https://confluence.hl7.org/pages/viewpage.action?pageId=97476801;;FHIR IG;25/01/2021 08:00
1686;1686;HL7 FHIR IG: Cancer Electronic Pathology Reporting (Jira PSS-1688);Orders and Observations Work Group;Clinical Interoperability Council Work Group, Public Health Work Group, Structured Documents Work Group;Administrative;Zabrina Gonzaga;STU - Reconcile;15/03/2021;23/03/2021;Ballot - STU;2022 Sept WGM/Ballot;IG;Cancer pathology reports, ePathology Reporting, CA ePath Reporting, ePath on FHIR;"PSS:  https://jira.hl7.org/browse/PSS-1688

https://github.com/HL7/fhir-cancer-reporting-ig";;FHIR IG;26/01/2021 08:00
1687;1687;Integrated Trial Matching for Cancer Patients and Providers (Jira PSS-1686);Biomedical Research and Regulation Work Group;;Clinical;Caroline Potteiger;Active Project (Resources assigned to pjt);14/04/2021;16/04/2021;Ballot - STU;2022 Sept WGM/Ballot;;Trial Matching ;PSS: https://jira.hl7.org/browse/PSS-1686?src=confmacro;;;02/02/2021 08:00
1689;1689;FHIR at Scale (FAST): Scalable Registration, Authentication, and Authorization for FHIR Ecosystem Participants;Security Work Group;;Infrastructure;Luis Maas and Brett Stringham;STU - Reconcile;09/04/2021;16/04/2021;Ballot - STU to Normative;2025 May WGM/Ballot;IG;Keywords: UDAP, FAST, Security, Authentication, Authorization, Registration ;"For additional information: <a href=""https://oncprojectracking.healthit.gov/wiki/download/attachments/118849815/FAST-PS-Security-v3draft-SEP8-2020.docx?version=1&amp;modificationDate=1608220408000&amp;api=v2"">https://oncprojectracking.healthit.gov/wiki/download/attachments/118849815/FAST-PS-Security-v3draft-SEP8-2020.docx?version=1&amp;modificationDate=1608220408000&amp;api=v2";;FHIR IG;02/02/2021 08:00
1691;1691;PACIO FHIR Profile - Re-assessment Timepoint (Jira PSS-1712);Community-Based Care and Privacy (CBCP) Work Group;Patient Care Work Group;Clinical;Chris Pugliese;Active Project (Resources assigned to pjt);16/04/2021;26/04/2021;Ballot - STU;2022 Jan WGM/Ballot;;Re-assessment Timepoint;PSS in Jira: https://jira.hl7.org/browse/PSS-1712;;;09/02/2021 08:00
1692;1692;Radiation Dose Summary for Diagnostic Procedures on FHIR (Jira PSS-1716);Imaging Integration Work Group;Clinical Quality Information Work Group, Pharmacy Work Group;Administrative;Abderrazek Boufahja;STU - Preparing Ballot;02/03/2021;09/04/2021;Ballot - STU;2022 Jan WGM/Ballot;Create New Standard;"Dose Summary on FHIR
Dose Report";"PSS: https://jira.hl7.org/browse/PSS-1716

https://confluence.hl7.org/display/IMIN/Radiation+Dose+Summary+for+Diagnostic+Procedures+on+FHIR";No;FHIR IG;23/02/2021 08:00
1693;1693;CDA IG Web Publishing (Jira PSS-1684);CDA Management Group;Structured Documents Work Group, Vocabulary Work Group;None;Lisa R. Nelson;Active Project (Resources assigned to pjt);26/04/2021;26/04/2021;Ballot - Informative;2022 Jan WGM/Ballot;Create New Standard;CDA IG Publisher;"PSS: https://jira.hl7.org/browse/PSS-1684

https://confluence.hl7.org/display/CDA/CDA+IG+Publishing";Don't Know;- New/Modified HL7 Policy/Procedure/Process -;24/02/2021 08:00
1513;1513;"FHIR Risk Adjustment (Da Vinci Project; PSS in Confluence)";Clinical Quality Information Work Group;No Selection;Clinical;Yan Heras, Linda Michaelsen, Viet Nguyen;Active Project (Resources assigned to pjt);19/05/2021;;Ballot - STU to Normative;2025 Jan WGM/Ballot;IG;Da Vinci, Chronic Illness Documentation, Risk Adjustment ;"2021 April PSS: https://confluence.hl7.org/display/CQIWC/FHIR+Risk+Adjustment+PSS

HTTP: //confluence.hl7.org/pages/viewpage.action?pageId=39158184
https://confluence.hl7.org/display/FM/PSS+for+Chronic+Illness+Documentation+for+Risk+Adjustment";Yes;FHIR IG;12/03/2021 08:00
1699;1699;Care Team Domain Analysis Model Version 2 (PSS in Confluence);Learning Health Systems Work Group;Clinical Information Modeling Initiative Work Group, Patient Care Work Group, Public Health Work Group;Clinical;Russell Leftwich;Active Project (Resources assigned to pjt);20/08/2021;20/08/2021;Ballot - Informative;2022 Sept WGM/Ballot;Revise Current Standard;Learning Health System, LHS, Care Team, Care Team Roster, Care Coordination;"https://confluence.hl7.org/display/LHS/Learning+Health+Systems

PSS: https://confluence.hl7.org/display/LHS/Care+Team+Domain+Analysis+Model+Version+2+PSS";Don't Know;Domain Analysis Model (DAM);16/03/2021 08:00
